,tweet_text,keyword
66587,"We’ve got a great building for 
@HiSignBrewing
 in East Austin. Can’t stop thinking about if/how we could utilize our 13k SF (small) roof to implement #solar in a major way like 
@SierraNevada
. Maybe a fun project for beer drinkers at 
@Tesla
 @Giga_Texas
 @elonmusk
 ? #solarbrew",solar
66660,"THIS fell into the dry cleaning bag on accident.  The price to dry clean it was probably more than the shirt .  Guaranteed to have the CLEANEST 
@StillATX
 t-shirt in Austin!!! @ South Austin",dry
66703,"It’s hot in Austin, Texas! Grab your girl squad and head to Vincent’s on the Lake for Frozen Frose! $3 when the temperature hits 100 degrees! #ContentCreator #austin",degree
66875," @WarminsterTnFC
 

Up the red and blacks!",warm
66960,"No es que ande en pijamas todo el día, pero cuando me pongo pantalones, mi perrita cree que vamos a salir a pasear... ",sear
66964,Absolutely HEAT,heat
66980,Check out United Shades this Sun on Native Americans and land grabs.,shade
67013,Or lifting my hair out when I put on a jacket or sweater,sweat
67029,Burn it in a large fire,burn
67031,#txclimate,climate
67032,#txclimate,climate
67092,"Austin , TX - i am in you, and you’re very hot ",hot
67142,Feeling thirsty,thirst
67163,Austinite here .   This summer sucks!   Drought and 100+ every damn day.,drought
67265,No shade but miss mama be making stuff up all the time to the point that I don’t think anyone cares,shade
67309,"Rain, shine or even Dinosaurs, nothing gets in the way of our techs arriving at your home on time 

#callradiant #austin #sanantonio #Texas #plumber #HVAC #drains #remodel #apprentice #construction #hiring #jurassicworld #jurassicpark #jurassicworlddominion #jeffgoldblum",radiant
67352,How are you gonna be a trash player and drop hot??,hot
67415,"My ass was so sore after todays workout 
•
•
•
#allnatural #sweatyass #sweatygirl #findommommy #brat",sweat
67418,"As Texans we need to try harder to take care of animals in the heat. Both moms dead. Unacceptable. Dogs need ample water and shade at the VERY least. Thank goodness for 
@austinpetsalive
 for saving all these puppies after their moms died. ",heat
67431,I know y’all thirsty ,thirst
67450,"Can you tell when the sun hit the #solarpanels & kicked the fans on today? 

The 1st graph has the 
@AtticBreeze
 #solar #ventilation installed 

#IoT #DataScience #DataAnalytics #data #IoTT #web3 #blockchain 
@iotex_io
 @iotex_dev
 @iotforall
 @iot_marketing
 @IotMore
 @xrpNuts",solar
67460,"These are some of the 19 pups that 
@austinpetsalive
 took in after their two mothers died from the heat.
The good news - some have already been fostered/adopted! 
Note that they are each named after cheese or dessert 

Reach out to APA if you’d like to help!",heat
67516,Why do people wear their blazers to the gym ,blaze
67531,The problem with Karantika is it needs to be made and eaten fresh. It’s a nightmare for fast food since it doesn’t hold well. But I’d take a hot Karan with harissa fel baguette over a Big Mac any day of the week.,hot
67533,"Thanks to everyone who showed up to 
@austinpetsalive
 to help. Of the 19 puppies, 6 are in foster homes and 4 have been adopted! They are adorable and we hope people will stop by Fri. and offer homes to the other 9! As always, a reminder to not leave your pet outside in the heat.",heat
67572,"This. is. absolutely. terrifying. This is the best phish I’ve ever seen to date:

https://blog.cloudflare.com/2022-07-sms-phishing-attacks/…",flare
67584,"We are so lucky to have Ms.Arellanes (Counselor) & Ms.Boatman (CIS)   

They are rockstar supports for our Trailblazers! 

#KidsDeserveIt 
#AISDProud",blaze
67603,Chotiner’s humor is so dry not even throwing water on the stones helps.,dry
67654,Last sweat of the week  #Fit4RTX #Fit4Next,sweat
67686,"Too hott to cool off  #austinfc #Atx 
@HopsquadBrewing
 #MLSAllStar",hot
67695,"Our team is  I’m grateful for each & every one of them. 

Go Trailblazers!

#KidsDeserveIt 
#AISDProud",blaze
67750,"East Austin Doesn't Get the Same Shade, and Consequences Ripple for Health and Equity - Austin Chronicle http://dlvr.it/SWTwvx",shade
67765,"Austin, Texas - Food poisoning. Food I received was clearly old and had been sitting out. Dry. Mixed white rice with soy sauce to look like fried rice Food Poisoning https://iwaspoisoned.com/i/grpmpl3 #nausea #diarrhea #vomiting",dry
67890,"Without you in my life
The sun would not shine
The moon would not glow
Nor the flowers smell as sweet",glow
67952,I want an award for wearing all black all summer and looking hot,hot
68023,Testing three different #meshtastic devices. The t-echo (left) has a nice big screen and looks great. The t-beam (center) is nice because it has buttons to scroll through screens. The Rak (right) is built like a tank and is solar powered. Hoping to do some range tests soon.,solar
68037,"Tropical Smoothie Cafe - Pflugerville, Texas - got food poisoning Food Poisoning https://iwaspoisoned.com/i/N5KqdRz #tropicalsmoothiecafe #nausea #diarrhea #vomiting",tropic
68080,"It is. We've had such a fight l drought here, everything is dry",drought
68185,It’s a beautiful day… even if it is 100 degrees ,degree
68204,"I get questions on whats the best way to wash your shirts and keep em crispy.
• flip inside out
• wash in cold water
• Air dry if possible or low heat",dry
68224,It’s some heat on this new Game record,heat
68346,Ignoring that bitch Jackiana I’m down to wet the beak - got a dinner at 7 but let’s have a burner happy hour,burn
68371,"Hello, Austin. You are…HOT",hot
68495,Church Girl came on at Rain last night and I sweated out my leave in conditioner,sweat
68499,Man this Texas heat is beating my ass. I drink 2 gallons of water a day.,heat
68544,"Look at that glow  @ Austin, Texas https://instagram.com/p/ChLMYAulQhR/?igshid=YTgzYjQ4ZTY=…",glow
68572,LETS GOO BBY BAD WEATHER HAS ARRIVED ,weather
68573,bad weather by lil baeleaf on #SoundCloud https://on.soundcloud.com/PYUmcBQjAfXwhFLa6…,weather
68673,Heat check,heat
68701,"Pres 
@JoeBiden
 keeps stacking up wins while Donald Trump is stacking up indictments. Congrats on passage of the Climate, Tax & Health package.",climate
68715,"that ain’t for you shawty, that’s for them other bitches",hawt
68725,Damn why Austin Texas so fucking hot,hot
68733,Gotta keep the ankle monitor dry at all costs,dry
68764,I'm over the constant ads for Heat 2. And it's not even a movie yet.,heat
68774,"Had a mini convocation/pizza paint party this fabulous Friday  #TurnUpTheHeat #PowerMovesLTISD #GoEagles #ReadyForSchool  
@lakepointepto
 @ltisdschools
 @LakePointeES
 @KarenReich11",heat
68858,The Browns are a hot mess… could be a very long season,hot
68921,"i still can’t get over the fact that my barbershop literally offers you free beers during your haircut. then they give you hot towel facial, shampoo/condition, style, and line you up all over for less than a regular haircut back home.",hot
68997,i haven’t sweated this much in YEARS,sweat
69095,"Pre-cycle selfie! I know I won’t die because I take Hot Onnit classes with Serena Beatty, and if I can survive that I’m sure I can survive anything. @ LA Fitness Austin - Anderson Lane",hot
69200,$Maridjb50,arid
69304,“Cat on a Hot Tin Roof.”,hot
69352,"This team brings the sunshine everywhere they go! So #AISDProud to work with these women everyday! Go vote for them!
@WeAreAISD
 @BHosack23
 #EmployeeExperience #Sustainability",sunshine
69368,"Great #Austin cookie  right here! Very crumbly, good with ice cream on a hot day. #Local #Cookies #Austin #Food #Dessert @ The Soup Peddler",hot
69381,"I took part in a 250$ #clearthelist giveaway where they used a spinning digital wheel to draw the winners! They did 1 spin as a trial, and then 2 more to draw the winners. Guess which name came up in the trial spin? Mine . My list is a desert island ",desert
69473,"A little hot this morning but a gray time. Thank you for the invite! 
@karanbhangui
 @ellebeecher",hot
69492,"It was very tight and thin, to shape you a bit and make you look thinner not fatter under snug sweater.",sweat
69496,And some kind of performance allegedly sweat wicking fabric,sweat
69497,I didn’t buy I hate sweaters,sweat
69543,"NOICE!!  It’s the 7th level of Hell hot  here so I’d have to pass on red wine in the afternoon, I’d go Aperol Spritz or Frozen Rita in a Yeti so it stays ice cold.",hot
69568,"(V)ERY (R)EAL: Vista won georgetown tournament today, Back to back champs 
@VistaRidgeVball
 #weareVR #txhsvb",arid
69623,Capturing sunshine ,sunshine
69710,"It’s hot, I tried to be cool by going to Wendy’s for a strawberry frosty. I walked in to a empty dinning room. Ordered with an app that has my keychain. Waited 6mins. Then I see cars leave drive through. Had to ask about my name on the screen. Lady hands me a bag. Wrong order.",hot
69732,"What a great summery look, Else!  Enjoy patio time!",summery
69945,ending your summer with a bad sunburn is never a flex.,burn
69948,"Before and after. Gone with the dry, itchy, flakes of grass and in with forever green LawnPop. @ Austin, Texas",dry
70076,Who made the hot/sour soup?,hot
70114,"ur hot, i wouldn’t either ",hot
70200,"#mipasatiempofavorito 
Salir a cenar con mi familia  @kylie_dla_caridad 
@grethel
.rivero_ en Cheese Cake Factory At Arboretum",arid
70218,"It's very rare that I visit a brand new stadium right away and I just have to say 
@Q2Stadium
 is super impressive especially for the climate here in Austin. Just a fantastic place!",climate
70221,"Anticipation. 
@ephraim_lewis
 warming up in the back.  With 
@marlonjm2k
 and 
@drdaveheitmann
  @ Pershing",warm
70292,"It’s too hot for yard work. Join us for another round of Ginny’s Chicken Sh!t Bingo!
Sunday, 3:30, C-Boys.

Come on. Be cool.

#havingagoodtimeALLthetime #thederailers @ C-Boy's Heart & Soul",hot
70316,"rays and shine, your chef sunnie is back in the kitchen come see me at Oakmont Food Co. for Brunch on this #SunnieSunday 
@thesunniesnft
 s/o 
@BetaSportsNFTs
 for the custom shirt ",sunnie
70400,What is the hottest you’ve ever been?,hot
70484,"Listen, those with Art History and Civilization Studies degrees need jobs other than Starbucks. ",degree
70488,"It was wild, it was 77 degrees this morning with a breeze. Front coming in.",degree
70490,"Ok, that was my favorite episode #HarleyQuinnS3 Episode 5 #swampthing #neworleans #batmancatwoman #humidity #beignets",humid
70510,Is it possible to give a place for Chris artwork in your galleries?  Her work will be hot… the economy favors non expensive stuff,hot
70544,I haven’t had Vernors in forever! Way better than Canada Dry.,dry
70553,It was only 82 degrees at noon!!! ,degree
70594,"Yes, but he used it up already. I’m going to send him a cable wire so he can watch tv at least , in his room. First his dorm is super hot, then we found out they charge to use the washer and dryer, after I made it hm, now no Wi-Fi!",dry
70767,Car like a hot wheel bitch this a hot car .,hot
70768,These mfs too dim these bitches ain’t glowin ,glow
70794,"Finally got the steam deck
@playdate",steam
70848,"And always dressed for appointments. Dang, I was born in 1958 and live in Austin, Texas (married to a chemist by the way, saw your profile) and we had a no pants unless it is under 32 degrees, policy for girls.",degree
